comment,score,hospital
อยากให้พัฒนาระบบที่ซ้ำซ้อนในการยื่นบัตร โดนลดขั้นตอนการพบเจ้าหน้าที่ เช่น เมื่อแพทย์นัดพบเมื่อประชาชนยื่นสิทธิแล้วควรจะไปรอพบแพทย์ได้เลย ไม่จำเป็นต้องเข้าคิวรอบสองกับเจ้าหน้าที่แต่ละสิทธิอีกเพราะเจ้าหน้าที่ต้องทำงานหลายรอบใช้เจ้าหน้าที่โดยไม่มีความจำเป็น และประชาชนเข้าคิวหลายรอบ ขอบคุณที่ช่วยพัฒนาระบบ,4,king-chulalongkorn-memorial-hospital
บริการดี ทำดีมากๆ,5,king-chulalongkorn-memorial-hospital
ถ้าอยากเข้ารับการรักษาโรคมะเร็งที่โรงพยาบาลจะต้องทำอย่างไรบ้างค่ะ สามารถย้ายสิทธิ์ในการรักษาได้ใหมค่ะอยู่ ตจว..ค่าใช้จ่ายในการรักษาเยอะมากฐานะยากจนค่ะแต่ต้องการรักษาพ่อตอนนี้พ่อเจ็บมากผ่าตัดไม่ได้เพราะมีโรคประจำตัวคือหอบค่ะ ใครมีข้อมูลช่วยแนะนำด้วยค่ะ..ขอบคุณค่ะ,3,king-chulalongkorn-memorial-hospital
พ่อว่าร.พนี้ดีมากที่จะดูแลลูกพ่อได้ลูกไม่ต้องกังวลเลยมีหมอขั้ยเทพทั้งนั้น,5,king-chulalongkorn-memorial-hospital
..รักษาดีวจีสุภาพขอกราบเลย ไม่เอ่ยให้มากความดั่งน้ำไหล เจ้าหน้าที่พยาบาลทำงานไว คอยใส่ใจดูแลแม้ยากจน..,4,king-chulalongkorn-memorial-hospital
อาจารย์หมอกำพล สุววรณพิมลกุลดูแลคนไข้ดีมากๆเลยออกเวรแล้วยังเป็นห่วงคนไข้,5,king-chulalongkorn-memorial-hospital
ช้าตามสไตล์ มาหาหมอหรือมาหาเต่า ใฟ้เดินไปเดินมาอยู่รพ.นั่งรอหมอกินข้าวเสร็จเพื่อมาบอกว่าทำนัด ทำงานภาษาอะไรวะ แม่ม,1,king-chulalongkorn-memorial-hospital
ประสบการณ์ผ่าคลอดคุณหมอดูแลดีมากพยาบาลพูดจาดีทุกคนอารมณ์ดียิ้มแย้มตลอดค่ะ,5,king-chulalongkorn-memorial-hospital
ขอบคุณแพทย์ทุกท่านโดยเฉพาะ น.พ.จิรันดร์ อภินันทน์ แผนกศัลยกรรมกระดูกและข้อ ที่เอาใจใส่คนไข้ *นางเกษราภรณ์ เกียรติพานิขกิจ* เป็นอย่างดีเสมือนญาติทั้งที่ไม่เคยรู้กันกันมาก่อน ขอบคุณและขอชมเชยครับ,5,king-chulalongkorn-memorial-hospital
ก็ดีนะรักษาธัยรอยด์ที่นี่มานาน เจอคนดีก็ดีเจอคนไม่ดีก็ไม่ดี เคยเจอไม่ดีมาเหมือนกันแผนกการเงินตึก ภปร. ชั้น 3 ปิดกระจกใส่ แต่อย่าไปใส่ใจเลยค่ะเสียสุขภาพจิต,3,king-chulalongkorn-memorial-hospital
คุณหมอเก่ง  ระบบการจัดการดี  เดินทางสะดวก อุปกรณ์การแพทย์เยี่ยม,5,king-chulalongkorn-memorial-hospital
บริการดีมากเลยค่ะ,5,king-chulalongkorn-memorial-hospital
เคยเข้าไปใช้บริการแล้ว4ครั้งพาลูกชายไป...การบริการคนเยอะขนาดนี้เราพอใจค่ะถึงไม่ดีทั้งหมดแต่ก็นับว่าดีมากกว่าไม่ดี..ที่ไม่ดีคือเราวัดที่ใจเราคนเดียว..ให้สี่ดาวครึ่งค่ะอีกครึ่งเอาไว้พัฒนาให้ดีดีขึ้นค่ะ,4,king-chulalongkorn-memorial-hospital
